nombre,edad,calle,ciudad,provincia,cp,longitud,latitud
Felix del Catalá,53,Calle Jose Miguel Clavero 9 Apt. 41 ,Lugo,Guipúzcoa,44966,-12.239793,49.745029
Isaac Marcos,45,Alameda de Victoria Manuel 13,Salamanca,Zaragoza,23401,-55.601743,-20.527520
Herminio Garcés Pujadas,33,Pasaje de Aureliano Benítez 63,Lugo,Tarragona,43924,-44.833702,81.5603415
Leopoldo Anguita Quesada,76,Glorieta de Atilio Olmo 758 Piso 3 ,Albacete,Álava,24311,-48.071694,-71.8472115
Eusebia Gomez Sanabria,18,C. Jose Carlos Gibert 32,Murcia,León,15602,-12.343825,-15.364125
Sosimo Juan Castillo Ferrán,75,Cañada de Aurelia Nebot 8,Huesca,Cuenca,14005,155.575827,-67.5017905
Mariana Palomo Zaragoza,72,Ronda de Anselmo Leal 790,Murcia,Huesca,23312,74.082918,-42.9414325
Eugenia Barreda Escudero,18,Avenida de Alexandra España 18,Pontevedra,Navarra,31689,-14.938669,-4.2374455
Carmina Cabo Taboada,35,Plaza de María Pilar Torrecilla 99 Puerta 4 ,Huesca,Guipúzcoa,49868,89.712320,39.3417105
Silvia Bernad Ayllón,77,Plaza de Purificación Acedo 3 Puerta 5 ,Alicante,Girona,15155,103.390546,10.662041
Santiago Robledo Arcos,20,Cañada de Eusebio Esparza 45 Puerta 2 ,Badajoz,Cádiz,49111,-130.389293,71.523522
Jacinto Yuste Solana,32,Vial Albano Andrade 5 Apt. 50 ,Segovia,Lugo,23528,-75.704830,53.8484585
Rosa María Cano Giralt,45,Via Chucho Ocaña 89 Puerta 2 ,Santa Cruz de Tenerife,Salamanca,43256,54.481409,26.3242565
Cintia Tamarit Montaña,76,Pasadizo de Serafina Manuel 7,La Rioja,Cuenca,47942,77.090422,-86.006905
Nayara Mancebo,46,Pasadizo Carmelita Valentín 34,Las Palmas,Guipúzcoa,05617,-53.757195,-64.100449
Marina Calvo Ramos,60,Pasadizo de Marina Marqués 432 Apt. 62 ,Granada,Badajoz,23347,63.177433,-20.9730295
Gastón del Anguita,42,Callejón Tere Losada 56,Ourense,Ourense,42685,2.182150,-29.002968
Ani Sanmiguel Cabrero,60,Avenida Diego Ochoa 41 Piso 9 ,Guipúzcoa,Almería,23067,-165.883546,25.427710
Paula Camino Pablo,79,Urbanización Mayte Cantón 37 Apt. 57 ,Lugo,Cuenca,33300,-12.275621,46.719523
Nacio Gual Lillo,26,C. Fabio Navas 6 Apt. 77 ,Santa Cruz de Tenerife,Guadalajara,17227,-137.033529,-80.2094995
Macario del Montes,28,Pasadizo de Manu Arregui 23 Puerta 2 ,Navarra,Cantabria,11600,-148.099099,-74.1211855
Luz Dalila Diaz Tomás,26,Callejón Lorenza Álvarez 6,Barcelona,Las Palmas,32313,-129.780800,25.155178
Pacífica Galván León,46,Avenida Carolina Hervia 65 Piso 8 ,Badajoz,Valencia,05943,58.474786,4.493978
Lázaro Olivares Becerra,70,Vial Martina Frutos 67 Puerta 0 ,Melilla,Pontevedra,45775,71.338717,71.919775
Zaira Delgado-Múgica,72,Urbanización de Juan Manuel Correa 48,Córdoba,Granada,19008,93.814412,-34.9815785
Berto Garcés Seco,39,Callejón de Vicenta Cuadrado 33,Cádiz,Guipúzcoa,37960,97.510299,10.152106
Gracia Azeneth Menendez Martorell,73,Glorieta de Mirta Reguera 72,Cuenca,Huelva,14536,-99.416197,8.4829275
Pastor Ripoll-Crespo,60,Glorieta Rafa Ferreras 751,Castellón,Guipúzcoa,49131,24.384589,11.4132395
Lorenza Reyes Goicoechea,76,Cañada Bonifacio España 4 Piso 6 ,Ceuta,Palencia,27958,-23.081643,-69.869300
Quirino Zurita-Cardona,64,Ronda Gracia Abad 5,Burgos,Granada,50394,138.511943,-15.742170
Nilda Arrieta Barrio,26,Via Isa Valencia 42 Apt. 18 ,Huelva,Badajoz,32643,-64.809685,-1.1045285
Antonia Moles Aller,74,Paseo de Ruy Calderon 62,Cádiz,Guadalajara,41560,-172.065707,-56.4868775
Ema Cánovas,31,Vial de Reinaldo Cano 8,La Rioja,Navarra,01354,108.093587,-66.3761335
Ernesto Carmona Piñol,19,Avenida de Leocadio González 17 Puerta 2 ,Melilla,Castellón,34367,88.736029,-58.985532
Albano Recio Arévalo,66,Pasadizo de Celestino Benet 73,La Coruña,Granada,10831,-43.107906,-68.492721
Lara Llopis-Morera,31,Plaza de Cruz Balaguer 569 Piso 8 ,Córdoba,Albacete,37563,57.238000,-73.578956
Andrea Alcántara-Pla,79,Vial Hilda Oliveras 842 Apt. 16 ,Burgos,Toledo,16675,26.734526,15.3628845
Zaida Roca Palacios,51,Ronda María Pilar España 744,Burgos,Baleares,09153,153.132059,-20.2340795
José Mari Cuevas-Serra,79,Acceso de Rogelio Berenguer 20 Puerta 6 ,Sevilla,Girona,03613,-73.709893,-23.4263215
Teófila Enríquez Camino,30,Urbanización de Guiomar Fuster 92 Puerta 1 ,Tarragona,Almería,21291,54.810026,-63.389159
León Cabezas Azorin,24,Cañada de Gracia Garrido 36,Valencia,Ávila,15687,-83.617780,21.5867965
Maximiliano Fuster,34,Paseo de Poncio Roldán 6 Apt. 96 ,Zamora,Murcia,11394,-47.034469,-8.2575845
Nico Prado Ropero,47,Callejón de Anna Quiroga 72,Segovia,Albacete,28526,-107.997355,69.7338205
Nilo Baños-Ferrero,28,Cuesta Marisela Maza 72 Piso 6 ,Málaga,Granada,38582,122.667422,27.7907405
Perla Galindo Álamo,77,Paseo Kike Barberá 69,Madrid,Cuenca,06766,-134.008672,13.4968085
Saturnino Cabezas Madrigal,23,Via de Angélica Segura 96,Palencia,Palencia,12419,-79.177054,76.761461
Renato Checa Bou,72,Paseo de Concepción Fabregat 1 Piso 4 ,Almería,Ceuta,38154,-109.673354,-29.0643895
Delfina Llorente Azcona,63,Pasaje Alba Valls 7 Piso 1 ,Almería,Lleida,45908,-60.305849,-85.9543125
Vito del Tejedor,47,Callejón Albano Guillén 6 Piso 0 ,Burgos,Salamanca,17655,-43.121740,11.181818
Teresa Cabo Company,69,Paseo de Amaya Arrieta 18 Puerta 7 ,Teruel,Toledo,33527,127.164558,62.5803485
Eusebio Buendía Pujol,35,Vial de Geraldo Tomas 69 Piso 7 ,Ciudad,Ávila,20012,-79.025210,84.049510
Nydia Navarro Ureña,21,Plaza Tecla Palomares 468,Albacete,Toledo,28606,160.721926,-45.460271
Malena Camps Ureña,42,Pasaje de Chucho Cerdá 99 Puerta 8 ,Palencia,La Rioja,47990,-72.010270,-72.3469675
Eric Cobo Prieto,29,C. de Ricardo Capdevila 49 Puerta 4 ,Toledo,Huesca,49351,-55.206775,65.0072195
Jonatan Puga Rico,77,C. de Curro Cervantes 38,Almería,Huelva,09714,-142.323572,40.775582
Cintia de Quintanilla,24,Calle de Trini Almagro 16,Guadalajara,Cantabria,32581,178.145202,84.2011405
Chuy de Montserrat,21,Vial Leandro Sanchez 81 Apt. 13 ,Ávila,Madrid,07018,74.502096,-77.255030
Adolfo Guitart Font,30,Urbanización de Teobaldo Rincón 96 Puerta 9 ,La Coruña,Ourense,26422,-48.833697,-56.902480
Maxi Nadal-Reyes,66,Calle Loreto Querol 73 Piso 9 ,Cáceres,Burgos,19559,149.808198,-64.2588255
María Dolores Galiano Maestre,63,Camino de Gil Vera 262 Puerta 7 ,Granada,Cuenca,08131,-130.516290,83.6792615
Sandalio Manuel Mayoral,74,C. de Leyre Recio 382 Puerta 1 ,Tarragona,Alicante,21230,-5.343510,56.0185145
Charo Téllez-Cal,74,Via Fernanda Peñalver 851,Valladolid,La Coruña,07675,51.323771,-17.816718
Jose Angel Guerra Parejo,59,C. Diana Mínguez 81,Álava,Jaén,13074,68.633274,-40.6401775
Dionisio Solsona,44,Glorieta de Nilo Egea 41 Puerta 9 ,Melilla,Zaragoza,33514,-129.010172,-4.8402685
Agapito Teo Díaz Tejera,63,Urbanización de Belén Verdugo 181,Ourense,Huelva,17738,6.875908,16.1903405
Nélida Rebeca Llorens Amores,40,Acceso de Aarón Castañeda 46,Asturias,Valencia,49094,132.606516,-36.4453065
Odalys Revilla Acero,46,Plaza Marcelino Blanch 43,Toledo,Valladolid,40488,-151.080676,-55.551517
Rosario Escobar Tejada,38,Alameda de Erasmo Pozo 37,Álava,Ceuta,40632,-112.084500,80.004204
Albert Vidal Salom,22,Ronda de Jafet Quiroga 45 Puerta 4 ,Murcia,Cantabria,25731,-148.170501,-85.953474
Cayetano Machado,76,Callejón de Jorge Sierra 76 Puerta 9 ,Las Palmas,Murcia,31173,62.788477,-21.0797865
Narcisa Berrocal Martin,42,Glorieta de Jose Francisco Nadal 2,Segovia,Baleares,05374,161.921521,19.8943585
Salvador Ropero Ortega,76,Paseo Matilde Guardiola 617 Puerta 5 ,Soria,Madrid,07105,-102.780939,74.3068215
Edgardo Vergara-Peiró,73,Acceso de Teodoro Solé 87 Apt. 24 ,Zamora,Almería,38394,-8.325462,28.4341015
Moisés Juárez Silva,19,Alameda de Visitación Seguí 14 Puerta 2 ,Melilla,Pontevedra,20484,-144.309455,-18.1241185
Germán Díaz,41,Via Leandra Lastra 53,Burgos,Zaragoza,30942,147.161687,-12.086407
Ricardo Arce Márquez,49,Rambla María Carmen Tapia 96 Puerta 9 ,Ávila,Alicante,41620,85.124738,33.186614
Irma Álvaro Carrasco,41,Pasadizo Ámbar Ricart 39,Valladolid,Asturias,27985,-112.787879,1.7437895
Paulino Fito Seco Leiva,54,Vial de Leonor Saavedra 32 Apt. 91 ,Salamanca,Guadalajara,35346,72.761233,5.6891195
Jennifer Moliner-Valencia,73,Vial de Graciana Osorio 224,León,Álava,51560,168.042462,20.5734255
Severiano Doménech Cortés,63,C. de Benigna Abril 41 Apt. 65 ,Zaragoza,Valencia,22653,179.788593,0.058191
Enrique Oliva Pérez,39,Paseo Severino Vigil 14,Asturias,Albacete,10348,-77.503416,47.909616
Ximena Valls Mena,28,Rambla Jacinto Roldan 47,Pontevedra,Las Palmas,05281,-74.005966,-10.5923755
Eligio Chico Gallart,27,Alameda de Martín Blanca 55 Puerta 0 ,Zaragoza,Teruel,35534,96.349993,9.636407
Jessica Pedraza-Morante,54,C. Cosme Benet 18,Castellón,Ceuta,17793,-156.452248,-43.9662655
Remedios Nidia Jurado Alcalá,33,Urbanización María Belén Nicolau 503,Segovia,Toledo,41770,35.196068,-76.716909
Modesta Jove Vilaplana,31,Urbanización de Roldán Cifuentes 81 Apt. 74 ,Cáceres,Sevilla,27101,-22.369988,23.652695
Iris Mariño Arnau,64,Pasadizo de Inocencio Pereira 18 Apt. 19 ,La Rioja,Alicante,21712,-161.560819,-63.806548
Eva Manuel-Ávila,80,Cuesta Paco Cruz 50 Puerta 1 ,Palencia,Valencia,28815,152.304709,64.198138
Virgilio Checa Alberola,39,Alameda de Rico Alcántara 51 Puerta 9 ,Almería,Valladolid,31403,-103.983119,-63.119328
Juan Aguirre,66,Ronda de Iris Vicens 6,Madrid,Alicante,50641,-95.436453,-79.9906675
Aristides Saldaña Jódar,50,Cañada Guadalupe Pomares 95 Puerta 5 ,Almería,Zaragoza,01525,58.000463,-7.147702
Manuelita Jara,61,Alameda de Chus Fuente 79 Apt. 33 ,Lleida,León,24648,19.557589,58.730633
Alfonso de Talavera,35,Pasaje Bibiana Yuste 33,Guipúzcoa,Murcia,20761,176.932575,26.6632805
Isidoro Bernad Benavides,35,Ronda de Isaac Quiroga 93,Málaga,Barcelona,07525,-88.317102,-36.4137955
Heraclio Calleja Casares,57,Plaza Encarnacion Villalobos 6 Apt. 84 ,Zaragoza,Cantabria,19442,46.914223,14.9422185
Rosalía Dionisia Mariscal Asenjo,49,Pasadizo Jesús Amor 8,Guadalajara,Ourense,17624,150.888445,2.9414855
Chelo Marin-Baquero,28,Paseo de Candela Cano 385,Pontevedra,Valladolid,13003,59.114102,-33.665773
Leoncio Rosell Lobato,47,Urbanización de Jimena Pedrero 6 Piso 3 ,Pontevedra,León,48779,-58.691578,64.0034155
Martin Guillén-Valera,77,Plaza de Olegario Puente 94,Guadalajara,Guipúzcoa,09615,77.813438,-79.014248
Abel María Rios Guijarro,25,Pasadizo de Isa Flor 39 Puerta 8 ,Asturias,Ávila,22937,110.962463,-5.0280495
Adora Ignacia Sanchez Calatayud,19,Paseo Julieta Múñiz 31,Ceuta,Toledo,33263,-83.792187,-62.073223
Rico Portillo-Arnal,38,Via Dulce Giménez 99 Puerta 6 ,Murcia,Madrid,36578,92.369071,57.663248
Nicodemo Burgos Sobrino,38,Rambla Claudio Medina 80,Valencia,Lleida,31606,38.081952,63.896787
Fidela Lasa Herrero,22,Acceso de Ainoa Figueras 49,Sevilla,Las Palmas,30930,39.353280,59.366719
Felipa Ponce-Ibáñez,76,Pasadizo Florina Cuadrado 606,León,Albacete,08020,-43.881107,-81.1911095
Eugenio García Sacristán,31,Ronda Aurelia Palomo 7 Puerta 8 ,Castellón,La Rioja,21698,14.078694,14.7018655
María Belén Pi Lluch,69,Cuesta de Alonso Tudela 10,Málaga,Cáceres,01755,-78.548409,-71.2723735
Benigna Arregui Vera,68,Plaza Ángel Manuel 21 Apt. 35 ,Álava,Córdoba,16144,126.783216,-72.9948545
Édgar Rosario Jaume Zaragoza,70,Alameda de Paula Romeu 72 Apt. 67 ,Ávila,Ávila,25287,60.228657,-77.123006
Aurelio Mayo Villanueva,65,Pasadizo de Fidel Arco 11,Ciudad,Zaragoza,14749,-176.089566,-3.805097
Fabio Jose Manuel Mateo Solsona,62,Ronda Quirino Borrás 97,Burgos,Castellón,29002,-37.370228,-84.6329425
Vasco Miguel Segarra,60,Ronda de María Ortiz 93 Apt. 90 ,Girona,Baleares,48519,-90.630440,-40.1473135
Fidel Bayo-Iborra,47,Cañada de José Antonio Calzada 87 Puerta 3 ,Baleares,Ávila,10485,-122.691287,29.7682195
Ramona Atienza-Anaya,50,Acceso Patricia Bautista 20,Murcia,Zamora,44293,51.936142,75.258230
Emiliano Joel Navarrete Cañizares,70,Calle de Calixto Pavón 11 Puerta 8 ,Córdoba,Salamanca,14793,30.667772,33.6488365
Olga Pavón Gilabert,24,Callejón de Estela Rubio 8,Santa Cruz de Tenerife,Sevilla,36617,-69.292115,-70.763753
Eladio Madrigal,32,Pasaje Manuelita González 57 Puerta 7 ,Santa Cruz de Tenerife,Huesca,10397,-110.507412,-6.1996255
Teresa Baquero Arnal,75,Calle Arturo Asensio 4 Apt. 07 ,Burgos,León,05990,-150.882197,-19.8488295
Camilo Cesar Ordóñez Domingo,26,Cañada de Rosario Galván 26 Piso 9 ,Ciudad,Baleares,04474,37.039577,23.7943735
Lara Cabañas Lopez,78,Via de Duilio Valbuena 32 Apt. 03 ,Ceuta,Guipúzcoa,39049,106.016945,-58.081952
Raimundo Arévalo Núñez,18,Glorieta Chucho Maldonado 29,Cuenca,Cuenca,43294,168.381731,-54.380070
María Del Carmen Cárdenas Giralt,39,Acceso de Anita Aller 59,Baleares,Jaén,02160,-55.772048,-45.3976625
Clemente Pascual,75,Acceso Rodrigo Lastra 55 Piso 9 ,Baleares,Cáceres,11902,-108.493962,77.6889665
Leandro Marcos Querol,61,Urbanización de Flora Folch 50 Piso 4 ,Huelva,Tarragona,19619,8.097608,28.716245
Bernardino Grau Pomares,77,Cuesta Cesar Briones 52 Piso 7 ,Melilla,Segovia,12498,133.848366,-3.286373
Cecilio Estevez Cuevas,40,Rambla Marcos Gascón 3,Valladolid,Málaga,24570,90.766466,11.768569
Paulina Blanca Simó Anglada,20,Cuesta de Ricarda Pedraza 13 Piso 6 ,Zamora,Cáceres,19767,102.990381,85.089704
Dionisio Pina Rodriguez,68,Calle Lino Cabeza 520 Apt. 31 ,Cuenca,Huesca,32029,-92.185726,-72.7315505
Plácido Tudela Verdú,28,Camino de Toni Dominguez 82,Baleares,Ávila,41595,-75.412711,7.234199
Jenaro Cabañas Torralba,60,Pasaje Tito Bayo 79 Puerta 9 ,Cuenca,Toledo,40920,-17.530924,-24.596733
María Pilar Mendizábal Ballesteros,37,Ronda Benita Rodríguez 57,Asturias,Guadalajara,40328,34.655840,-31.191602
Leire Perea Vives,18,Ronda de Estela Badía 78 Puerta 5 ,Cuenca,Ávila,06161,-160.655839,-3.2859105
Felisa Calvo-Guzman,31,Paseo de Inés Puente 953,Guipúzcoa,Albacete,24792,5.992590,-59.0378885
Emiliano Múñiz Peralta,60,Acceso Wilfredo Aroca 22,Jaén,Alicante,37728,-95.554176,14.979740
Román de Campos,22,Calle de Teófila Río 3,Ceuta,Segovia,13753,68.771525,42.6378595
José Antonio Gargallo Navas,50,Alameda Feliciana Ávila 17 Apt. 92 ,Cáceres,La Rioja,19805,0.445832,-11.8994415
Melisa Olmo-Rivera,67,C. Etelvina Chico 3,Segovia,Vizcaya,14947,-133.958550,-53.133090
Hector Monreal Fajardo,28,C. de Maribel Esparza 886,Guadalajara,León,18718,-86.031995,39.037417
Sigfrido Guillén Huguet,50,Camino Remigio Tena 859 Apt. 07 ,Palencia,Badajoz,41964,22.151717,65.3184255
Chus Nogueira Vall,18,Urbanización de Calixta Revilla 6,Cuenca,Melilla,18793,-61.391186,63.1195275
Felicidad Cornejo Gil,61,Cañada de Nando Ruano 809 Piso 7 ,Teruel,Almería,36680,-67.862896,10.0890275
María Ángeles Trinidad Herrera Nogueira,62,Acceso de Maura Colom 67 Apt. 32 ,Almería,Cáceres,11438,80.262982,22.482011
Plinio Agullo Millán,29,Avenida María Belén Martín 50 Piso 4 ,Huelva,Almería,49377,162.159039,-83.0217675
Hernán Feijoo Ferrero,20,Vial de Marcelino Murillo 68,Huelva,Tarragona,36644,-6.637576,78.236340
Juan Luis Guardia Vila,72,Acceso Pili Ripoll 58,Teruel,Ourense,39362,13.328142,-82.111528
Natalio Iriarte Vara,35,Avenida de Geraldo Carreras 24 Puerta 9 ,Pontevedra,Navarra,13699,165.664077,-79.5703385
Primitiva Prieto Ochoa,80,Paseo de Jose Manuel Pujadas 22 Piso 9 ,Alicante,Huesca,45548,26.564682,-32.6737525
Rosalva Carrera,33,Pasaje de Gastón Córdoba 2 Piso 6 ,Ciudad,Murcia,07040,-80.900924,-50.0336225
Ibán Montesinos Hervia,52,Callejón de Flor Sanmartín 3,Pontevedra,Teruel,16916,-18.894964,-11.195312
Ramón Busquets Salom,37,Glorieta de Porfirio Fuertes 80,Ceuta,Málaga,09007,65.453930,-17.5952925
Samanta Benavides Castells,67,Paseo de Amalia Pareja 942 Puerta 3 ,Cádiz,La Coruña,50411,-102.378133,-80.807113
Geraldo Sedano Jurado,32,Callejón de Ximena Acuña 25,La Coruña,Cantabria,21513,35.875896,87.883136
Arcelia Abellán,40,Cuesta Mateo Piñeiro 63,Cantabria,Cáceres,13525,-149.168598,-42.277074
Salud Artigas Montaña,69,Ronda Bibiana Aliaga 57 Puerta 6 ,Córdoba,Salamanca,03414,11.043484,-38.3386775
Rebeca Roldán,19,Plaza Sarita Pou 44 Apt. 80 ,Almería,Vizcaya,03887,-178.637627,-61.2906875
Victoriano Borrego Ropero,26,Camino de Modesto Adadia 31,Guadalajara,Castellón,17866,129.750866,45.209255
Soledad Llopis Escribano,54,Alameda de Jordán Cabo 520 Apt. 63 ,Valladolid,Cáceres,47501,36.309576,45.135704
Ambrosio Hernán Perea Patiño,80,Urbanización de Florina Bejarano 71 Puerta 2 ,Cuenca,Girona,46749,61.993278,48.057762
Chita Bernad Artigas,65,Urbanización de Fabián Pozo 5 Piso 9 ,Zaragoza,León,02852,-19.755280,-42.5440495
Yéssica Yolanda Vila Canals,79,Cuesta Alejandro Morata 827 Puerta 8 ,Guadalajara,Girona,10767,-45.149983,72.2418875
Valeria Alba Mir,21,Calle de Sancho Teruel 74 Puerta 5 ,Lleida,Burgos,07466,-171.602007,40.0355895
Marianela Carrión Arnaiz,54,Rambla Adalberto Barros 428 Puerta 2 ,Zaragoza,Almería,31378,-177.236950,-28.469647
Amor Galindo Barrera,57,Paseo Juan Luis Montero 3,Zaragoza,Zamora,30638,-97.368272,20.0830065
Ulises Lastra,70,Cuesta Eufemia Águila 85,Ceuta,Huelva,28886,-168.418095,67.325216
Gastón Salvador Bautista,62,Vial de José María Bayón 378,Albacete,Madrid,51149,-170.854761,-58.363346
Sandalio Jurado Bravo,31,Pasadizo de Domitila Santiago 278 Piso 6 ,Navarra,Zamora,44263,-31.572309,-72.0711535
Angélica Bayón Gonzalez,22,C. Cipriano Osuna 795,Lugo,Valladolid,09575,-143.944472,85.7038095
Heriberto Borja,24,Avenida de Florencia Cardona 94,Lugo,Segovia,10987,-163.823701,30.966768
Eugenio Ochoa Casanovas,29,Plaza de Victor Rivera 46 Piso 4 ,Vizcaya,Jaén,39574,-127.252816,-20.0693225
Albert Rafael Alba Martin,52,Vial Guadalupe Iniesta 8,Salamanca,Álava,47093,46.396836,-19.820828
Leticia Gimeno Marí,19,C. de Azeneth Piña 5 Piso 7 ,La Coruña,Valladolid,30354,63.747574,-12.404247
Fabiana del Sanmartín,73,Callejón Zacarías Portero 908 Apt. 96 ,Palencia,Zamora,34463,96.567159,-22.261216
Modesta Manso Pombo,63,Urbanización de Emilia Medina 58 Puerta 8 ,Melilla,Segovia,48435,173.328542,13.936826
Begoña Cañete Mesa,47,Plaza Héctor Tirado 4 Apt. 82 ,Ourense,Cáceres,43258,-72.386842,53.715105
Desiderio Torrent Peñalver,34,Cuesta de Abilio Pons 5 Puerta 7 ,Palencia,Barcelona,50913,107.829856,-39.092421
Juanito Peinado Gutiérrez,77,Ronda de Cornelio Solera 4,Badajoz,Navarra,04364,-86.467627,43.7158575
Fabián Olmo Campillo,49,Via Cristóbal Miralles 41 Piso 9 ,Palencia,Pontevedra,47609,54.515660,8.452106
Bernardino Tejero Muñoz,64,Camino de Bonifacio Pablo 41,Álava,Valencia,29448,101.245550,32.6006825
Virginia Belmonte Sáez,30,Plaza Agapito Guzmán 27 Puerta 7 ,Sevilla,Álava,35618,-149.811468,-39.9467495
Marc Aguilera Gil,58,Plaza de Severino Palomino 51 Piso 3 ,Burgos,Zamora,45206,-55.785626,-44.3144345
Francisco Jose Seco-Ruano,71,Calle de Andrea Uría 48,Huesca,Palencia,37423,-9.036698,73.730969
Candelas Pizarro Laguna,61,Acceso de Florentino Jimenez 6 Puerta 8 ,León,Zamora,07580,37.058026,72.853753
Álvaro Ballester Casal,26,Avenida de Raúl Tirado 25,La Coruña,Ciudad,14911,-122.293790,43.943083
Teresa Oller Querol,24,C. de Fito Clavero 996 Piso 9 ,Santa Cruz de Tenerife,Málaga,08967,-81.496680,-53.0490575
Maristela Morell-Armengol,80,Paseo de Eutropio Carvajal 94,Cáceres,Baleares,44377,37.562712,64.4884325
Severiano Barragán Falcón,61,Calle de Teodosio Perea 4 Piso 5 ,La Rioja,Las Palmas,12509,-139.963871,-68.8502695
Chucho Gracia-Jerez,32,Avenida Esperanza Ródenas 90 Puerta 2 ,Valladolid,Ciudad,05726,-45.085647,83.4053475
Eric Ripoll Fortuny,54,Plaza de Porfirio Tejedor 331 Apt. 96 ,Zaragoza,Tarragona,29997,39.506461,12.019780
Judith Iniesta Prats,58,Vial Amarilis Gordillo 68 Apt. 06 ,Ourense,Asturias,01936,-18.506182,15.465551
Daniela Leal Márquez,31,Ronda Víctor Goicoechea 10,Castellón,Huesca,11856,90.345684,-56.873683
Gerónimo Ródenas-Almansa,69,Camino de Ulises Tolosa 64 Puerta 5 ,Toledo,Zaragoza,51984,-11.539975,-26.7182235
Abilio Diego,62,C. Azahar Agullo 282 Piso 8 ,Cuenca,Sevilla,36098,94.311427,65.363688
Nélida Ángel Roig,30,Callejón de Luis Cañete 50,Badajoz,Vizcaya,12706,85.254528,-58.283673
Toni Tormo Segovia,74,Cañada de Chelo Lucas 3 Apt. 46 ,Asturias,Baleares,46586,139.177212,-21.859857
Carla Batalla,29,Vial de Lupe Rivera 749,Pontevedra,Álava,43201,-47.107092,-81.7386995
Sofía Bernal Alvarado,51,Rambla Amelia Madrigal 197 Apt. 26 ,Albacete,Albacete,05733,176.718124,-84.388968
Severiano Capdevila Mármol,43,C. Curro Alonso 1 Piso 3 ,Teruel,Teruel,20279,124.210374,70.024354
Florinda Sáez Vall,69,Urbanización de Anunciación Escribano 95,Alicante,Cuenca,07908,-176.468318,-66.3535945
Fausto Estrada Higueras,34,Pasaje de Jacobo Colomer 702,Santa Cruz de Tenerife,Toledo,38099,-129.577128,66.9684475
Pastor del Camps,22,Camino de Gloria Expósito 40 Puerta 7 ,Melilla,Guipúzcoa,22896,41.956551,-27.4547035
Nydia Rosalinda Arcos Mínguez,25,Avenida de Demetrio Fabra 765,Segovia,Málaga,22189,-148.516619,-3.602153
Máxima Expósito Gomis,52,Avenida Fidela Guerrero 19,Jaén,Palencia,32971,29.903478,37.5706875
Ruben Oliveras Pozo,38,Alameda Odalis Enríquez 72 Apt. 85 ,Ceuta,Melilla,38224,-100.545279,89.937992
Román del Tamarit,54,Camino de Silvio Salazar 38 Puerta 5 ,Zaragoza,Segovia,51627,-94.282390,19.2331865
Lucas Saavedra Alcalá,37,Glorieta de Azucena Dominguez 9,Cáceres,Lleida,45350,-98.352684,-79.359700
Hilario Tejada Aragón,43,Ronda Fabiana Fábregas 4,Jaén,Albacete,14307,-123.386134,-32.130609
Alfonso de Zabaleta,65,Cañada Augusto Mur 3,Badajoz,Segovia,24848,37.530156,29.730110
América Trini Jover Arteaga,66,Vial Sarita Nogués 70,Valladolid,Huelva,01720,148.813763,69.6562535
Juan Francisco Terrón Talavera,74,Avenida de Eliseo Cortes 326 Piso 1 ,Murcia,Huelva,42412,132.962781,78.7384565
Bruno del Aguirre,74,Vial Merche Arnal 5,Zaragoza,Teruel,23663,-146.537814,47.9106855
José de Mendez,55,Paseo de Rita Luís 47,Soria,Vizcaya,34071,173.996657,-28.8127685
Eulalia Herranz Luz,24,C. de Modesto Salinas 56 Apt. 10 ,Vizcaya,Segovia,34956,172.641598,-57.812466
Isaac Caro-Elías,44,Via Clotilde Vera 51,Cáceres,Albacete,41127,-149.650332,-29.875639
Marcia Díaz Mesa,26,Paseo Cornelio Ibáñez 90,Lleida,Jaén,41324,87.885540,5.457381
Fernando Soler Soto,64,C. de Xavier Carbó 26 Apt. 26 ,Cuenca,Huesca,20590,-169.646068,-43.243260
Rosenda Marcos Antón,35,Via de Graciana Gomis 67 Puerta 3 ,Castellón,La Coruña,28757,-62.696721,6.669753
Anabel Godoy,68,Vial Dani Cobo 323,La Rioja,Salamanca,50755,91.675459,41.4322635
Dionisio Ruben Valera Peñas,39,Urbanización de Amando Ibarra 355 Piso 8 ,Castellón,Córdoba,03580,89.133407,21.0214945
Gabriel Matas Hernandez,65,Urbanización de Rolando Vazquez 10 Piso 3 ,Córdoba,Alicante,44351,-165.233233,82.811292
Olegario Salgado Manuel,74,Pasadizo de Américo Serna 591,Pontevedra,Madrid,46731,-63.528364,-4.170426
Cebrián Roldán Tovar,77,Pasaje de Rafaela Palomino 95,Navarra,Cáceres,07197,125.921473,-30.9973745
Sonia Pagès Alvarez,28,Camino Galo Vazquez 80,Soria,Jaén,15097,-12.720240,70.600026
Roxana Viñas Barrios,67,Acceso de Noa Aguado 7,Castellón,Ourense,21161,69.632292,12.656371
Samuel Agustín,40,Alameda de Vito Abellán 33 Puerta 8 ,Málaga,Cuenca,50509,80.653444,85.742315
Concepción Carmela Agudo Rosselló,77,Cañada de Flor Mármol 78,La Coruña,Ourense,13864,81.982049,14.747096
Leonel de Aller,19,Avenida de Felipa Barros 2 Apt. 01 ,Ciudad,Cádiz,15528,107.845410,89.9412805
Estrella Salgado Roselló,46,C. Alejo Fonseca 57,Guipúzcoa,Soria,16852,154.519945,84.9109275
Salomé Antúnez Guardia,23,C. de Salomón Simó 46 Apt. 57 ,La Rioja,Sevilla,52085,-130.087664,-78.283623
